"species","id","genus","family","min.lat","max.lat","med.lat","n","gc.dist","area","mean.size","mean.corallite.size","growth_Veron","depth.lower","depth.upper","IUCN","loc.abundance","clarity.pref","exposure.pref","range.size.Veron","ocean","growth","origin","growth.rate","symbio","clade","larval","strategy"
"Crispatotrochus niinoi",482,"Crispatotrochus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.766082952892495,NA,"az",NA,"",""
"Crispatotrochus rubescens",483,"Crispatotrochus","Caryophylliidae",-23.04583359,35.189998626709,-5.65999984741211,139,9691.70820316051,29431727.9997106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.755796004355163,NA,"az",NA,"",""
"Crispatotrochus rugosus",484,"Crispatotrochus","Caryophylliidae",-32.5,13.675,-17.8500003814697,119,8182.85009437804,22624971.8590526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.782805617684188,NA,"az",NA,"",""
"Crispatotrochus squiresi",485,"Crispatotrochus","Caryophylliidae",25.6000003814697,32.2000007629395,27.117000579834,17,736.348367284808,12528.8221835196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,0.715904510652316,NA,"az",NA,"",""
"Crispatotrochus woodsi",486,"Crispatotrochus","Caryophylliidae",-27.75,-27.516,-27.5300006883228,6,33.6515842516761,21.7696554111974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.78240874810632,NA,"az",NA,"",""
"Cryptotrochus brevipalus",487,"Cryptotrochus","Turbinoliidae",-19.2667,-14.8599996566772,-17.8999996185303,27,548.210981071791,15770.2236248643,NA,NA,NA,NA,NA,NA,NA,"turbid","protected",NA,"pacific",NA,0.516647286657775,NA,"az",NA,"",""
"Cryptotrochus carolinensis",488,"Cryptotrochus","Turbinoliidae",33.0083,33.6417,33.3249988555908,6,101.286730334469,7.49521687081521,NA,NA,NA,NA,NA,NA,NA,"turbid","protected",NA,"atlantic",NA,0.529213715790109,NA,"az",NA,"",""
"Cryptotrochus javanus",489,"Cryptotrochus","Turbinoliidae",-5.42000007629395,-5.416666667,-5.4167,3,0.371088184516982,0.00174694997986468,NA,NA,NA,NA,NA,NA,NA,"turbid","protected",NA,"pacific",NA,0.519114870390115,NA,"az",NA,"",""
"Ctenactis albitentaculata",490,"Ctenactis","Fungiidae",-21.83333,13.453330039978,-14.0793,43,8477.11898062628,20364763.6395422,NA,260,"massive",20,6,"NT","uncommon","clear","exposed",18637494.98,"pacific","solitary",2.88043974715038,NA,"z",NA,"",""
"Ctenactis crassa",491,"Ctenactis","Fungiidae",-23.632999420166,12.5,-14.6668349084472,166,13497.31232596,45026432.1111738,NA,236,"massive",67,NA,"LC","common","clear","protected",32266772.02,"pacific","solitary",2.93439294076261,NA,"z",NA,"spawner",""
"Ctenactis echinata",492,"Ctenactis","Fungiidae",-31.46667,24.62222,-13.8823,260,19680.6906472635,77385352.4115597,NA,284,"massive",20,1,"LC","common","clear","protected",34305276.03,"pacific","solitary",2.92180575548807,NA,"z","C","spawner",""
"Ctenella chagius",493,"Ctenella","Euphylliidae",-21.1,11.5,-10.27,21,3861.84610046756,7028055.63355729,NA,NA,"submassive",45,3,"EN","uncommon","clear","broad",717838.0119,"pacific","colonial",1.63703514810712,NA,"z",NA,"",""
"Culicia australiensis",494,"Culicia","Rhizangiidae",-39.63999939,-10,-33.9833,37,5317.25660875875,7858681.3580474,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,0.565965057143182,NA,"az",NA,"",""
"Culicia cuticulata",495,"Culicia","Rhizangiidae",-3.18725,-3.18725,-3.18725,1,0,0,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,0.588269220535601,NA,"az",NA,"",""
"Culicia excavata",496,"Culicia","Rhizangiidae",-29.5830001831055,-24.7999992370605,-29.3500003814697,3,623.76316108169,7181.15972919738,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,0.558297350450179,NA,"az",NA,"",""
"Culicia fragilis",497,"Culicia","Rhizangiidae",-21.43000031,-21.4300003051758,-21.4300003075879,2,0,0,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,0.543231927614713,NA,"az",NA,"",""
"Culicia hoffmeisteri",498,"Culicia","Rhizangiidae",-40.1658,-12.4688,-37.9500007629395,55,3489.80001755711,6249282.79640468,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,0.587888009803462,NA,"az",NA,"",""
"Culicia quinaria",499,"Culicia","Rhizangiidae",-41.04999924,-20.0646,-33.8499984741211,33,3535.98171948597,3720356.42688349,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,0.562561996978112,NA,"az",NA,"",""
"Culicia rubeola",500,"Culicia","Rhizangiidae",-45.18080139,11.6990003585815,-36.74208,52,18683.0901437047,43516267.8424388,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,0.672195730919204,NA,"az",NA,"",""
"Culicia smithii",501,"Culicia","Rhizangiidae",-41,-41,-41,1,0,0,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,0.598577802525489,NA,"az",NA,"",""
"Culicia stellata",502,"Culicia","Rhizangiidae",-33.63999939,34.9700012207031,-26.3199996924121,44,17363.3493971795,39050869.4799323,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,0.604832248569711,NA,"az",NA,"",""
"Culicia subaustraliensis",503,"Culicia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,0.591570995484757,NA,"az",NA,"",""
"Culicia tenellanatalensis",504,"Culicia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,NA,NA,"az",NA,"",""
"Culicia tenellatenella",505,"Culicia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,NA,NA,"az",NA,"",""
"Culicia tenuisepes",506,"Culicia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,0.540841894616837,NA,"az",NA,"",""
"Culicia verreauxi",507,"Culicia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear","broad",NA,"pacific",NA,NA,NA,"az",NA,"",""
"Cyathelia axillaris",508,"Cyathelia","Oculinidae",-33.8600006103516,38.0299987792969,6.73000001903675,66,12162.9621130787,56230116.6688255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,3.34214333720128,NA,"az",NA,"",""
"Cyathotrochus herdmani",509,"Cyathotrochus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbid","protected",NA,"pacific",NA,NA,NA,"az",NA,"",""
"Cyathotrochus nascornatus",510,"Cyathotrochus","Turbinoliidae",-24.6669998168945,-5.27500009536743,-5.63000011444092,5,2202.48756066092,32461.9918469724,NA,NA,NA,NA,NA,NA,NA,"turbid","protected",NA,"pacific",NA,1.02949463303474,NA,"az",NA,"",""
"Cyathotrochus pileus",511,"Cyathotrochus","Turbinoliidae",-34.05,34.5999984741211,-6.097222222,241,10429.6216581205,42150920.7300465,NA,NA,NA,NA,NA,NA,NA,"turbid","protected",NA,"pacific",NA,1.02949463303474,NA,"az",NA,"",""
"Cycloseris boschmai",1565,"Cycloseris",NA,NA,NA,NA,NA,NA,NA,NA,NA,"massive",NA,NA,NA,NA,NA,NA,NA,NA,"solitary",NA,NA,"z",NA,"",""
"Cycloseris costulata",733,"Cycloseris","Fungiidae",-29.71667,26.615,-8.341274,133,16791.1329592206,80268921.1275094,7.73333333333333,76,"massive",30,3,"LC","common","clear","protected",24431339.34,"pacific","solitary",0.905942495625368,NA,"z",NA,"",""
"Cycloseris curvata",734,"Cycloseris","Fungiidae",-21.1,28.9169998168945,-8.95,28,18695.8034403988,59775624.6685237,9,81,"massive",73,3,"VU","rare","clear","protected",11869099.08,"pacific","solitary",1.344088860483,NA,"z",NA,"",""
"Cycloseris cyclolites",735,"Cycloseris","Fungiidae",-55.533333,36,-17.96999931,431,17602.4441905327,106079041.578908,16.0333333333333,35.7,"massive",30,6.5,"LC","uncommon","clear","protected",22628503.73,"pacific","solitary",0.907537083546468,NA,"z",NA,"",""
"Cycloseris distorta",737,"Cycloseris","Fungiidae",-28.6350002288818,26.5,2.79999995231628,107,18812.8182523317,81535176.2368269,4,40,"massive",85,12,"LC","uncommon","clear","exposed",40419980.97,"pacific","solitary",1.40703716334642,NA,"z",NA,"spawner",""
"Cycloseris explanulata",1339,"Cycloseris","Fungiidae",-55.533333,26.96,-10.235,64,16822.1573984901,86097208.8654447,NA,4.5,"encrusting",31.6666666666667,18.3333333333333,"LC","common","clear","protected",38204234.26,"pacific","solitary",1.01828698972737,NA,"z",NA,"",""
"Cycloseris fragilis",514,"Cycloseris","Fungiidae",-28.7299995422363,26.5,-6.3,107,18806.9114501477,70414146.4402696,7,48,"massive",33.3333333333333,11.8333333333333,"LC","uncommon","clear","broad",30576032.38,"pacific","solitary",0.813101307711917,NA,"z",NA,"",""
"Cycloseris hexagonalis",743,"Cycloseris",NA,NA,NA,NA,NA,NA,NA,9,29,"massive",25,10,"LC","rare","clear","protected",14300808.63,"pacific","solitary",1.53455589686087,NA,"z",NA,"",""
"Cycloseris mokai",922,"Cycloseris","Fungiidae",-18.77000046,15,-5.5900001525,36,12802.0714970458,32309451.790374,8.66666666666667,7.5,"massive",27,6,"LC","uncommon","clear","broad",25960222.59,"pacific","solitary",1.36590229662184,NA,"z",NA,"",""
"Cycloseris sinensis",754,"Cycloseris","Fungiidae",-26.5,26.5066699981689,9.416669846,111,18920.085245218,53189743.3618603,NA,54.8,"massive",40,9,"LC","uncommon","clear","protected",31593333.84,"pacific","solitary",0.905942495625368,NA,"z",NA,"",""
"Cycloseris somervillei",755,"Cycloseris","Fungiidae",-21.1,26.7283306121826,-5.29000003814697,56,11883.0689052612,46448764.4809166,13,135.2,"massive",35,25,"LC","rare","clear","protected",17938249.03,"pacific","solitary",1.49644022466198,NA,"z",NA,"",""
"Cycloseris tenuis",513,"Cycloseris","Fungiidae",-27,26.7283306121826,-6.490154,115,19099.0114771485,66384900.1010525,NA,46.7,"massive",27,1,"LC","common","clear","protected",32449004.83,"pacific","solitary",0.907537083546468,NA,"z",NA,"",""
"Cycloseris vaughani",759,"Cycloseris","Fungiidae",-27.6,28.2140007019043,21.2633352279663,134,19777.3196659128,77894001.7357382,NA,58.5,"massive",28,20,"LC","uncommon","clear","protected",36782571.96,"pacific","solitary",0.813101307711917,NA,"z","C","",""
"Cycloseris wellsi",474,"Cycloseris","Fungiidae",-31.539,11.5,-9.91667,61,13272.638559275,49637128.283363,NA,2.5,"laminar",58,NA,"LC","uncommon","clear","protected",31322254.04,"pacific","solitary",1.01828698972737,NA,"z","C","",""
"Cynarina lacrymalis",515,"Cynarina","Lobophylliidae",-21.737,20.17,-16.7571659094068,180,12546.0964710863,49426559.1812137,NA,85,"massive",70,3,"NT","uncommon","clear","protected",32308515.89,"pacific","solitary",3.08355948155204,NA,"z","C","spawner",""
"Cyphastrea agassizi",516,"Cyphastrea","Merulinidae",2.825,21.9304046630859,11.625,3,10539.0606485916,6145519.17010573,NA,2.2,"massive",20,3,"VU","uncommon","clear","broad",17427576.49,"pacific","colonial",3.83592327985357,NA,"z",NA,"",""
"Cyphastrea chalcidicum",517,"Cyphastrea","Merulinidae",-31.6299991607666,35.0800018310547,-16.097640991211,370,19821.4292482231,93113293.7638544,100,2.8,"encrusting",50,0,"LC","common","clear","broad",41487214.85,"pacific","colonial",2.22334790765739,NA,"z","C","spawner","stress-tolerant"
"Cyphastrea decadia",518,"Cyphastrea","Merulinidae",-23.2415828704834,-4.8,-17.22533417,69,3975.46049428316,1724240.64168841,NA,2.8,"branching_closed",40,3,"LC","uncommon","clear","broad",14309567.39,"pacific","colonial",1.24054184452876,NA,"z","C","",""
"Cyphastrea hexasepta",519,"Cyphastrea","Merulinidae",21.5,21.5,21.5,1,9.50453877449036e-05,0,NA,1,"massive",25,8,"VU","rare","clear","broad",529607.532,"pacific","colonial",1.23726331306149,NA,"z",NA,"",""
"Cyphastrea japonica",520,"Cyphastrea","Merulinidae",-21.833,32.7799987792969,-18.5975,50,6403.91528381301,16124127.7710482,NA,1.9,"encrusting",20,2,"LC","uncommon","clear","exposed",12804706.15,"pacific","colonial",1.24054184452876,NA,"z","C","",""
"Cyphastrea microphthalma",521,"Cyphastrea","Merulinidae",-31.55,33.5499992370605,-16.5492648306275,418,17180.4456328387,88809289.0742856,NA,2.7,"encrusting",24,1,"LC","common","clear","broad",45132710.31,"pacific","colonial",1.23726331306149,NA,"z","C","spawner","stress-tolerant"
"Cyphastrea ocellina",522,"Cyphastrea","Merulinidae",2.825,28.4545993804932,25.4383163452148,209,11003.5919903127,3566637.62690071,NA,2.5,"encrusting",20,5,"VU","uncommon","clear","exposed",20819007.01,"pacific","colonial",10.6832643728508,3.255,"z","C","brooder","weedy"
"Cyphastrea serailia",523,"Cyphastrea","Merulinidae",-32.2000007629395,35.0800018310547,-17.2074584985888,672,19799.548101077,92672425.8254443,NA,2.4,"columnar",38.75,2.75,"LC","common","clear","broad",43746618.35,"pacific","colonial",2.22334790765739,4.93333333333333,"z","C","spawner","stress-tolerant"
"Dactylotrochus cervicornis",524,"Dactylotrochus","Agariciidae",-19.27000046,13.4899997711182,-14.22000027,69,8265.62108964222,21649228.0366936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,20.4683467257481,NA,"az",NA,"",""
"Danafungia horrida",745,"Danafungia","Fungiidae",-55.533332824707,20.9699993133545,-14.677335,360,18505.7937826291,83664059.4342852,20,204,"massive",25,1,"LC","common","clear","broad",38688284.53,"pacific","solitary",1.79562580162182,NA,"z","C","spawner",""
"Danafungia scruposa",732,"Danafungia","Fungiidae",-28.4666,25.48806,-14.01000023,237,19300.0221789741,69342353.7655566,24,111,"massive",41,1,"LC","common","clear","protected",37865556.24,"pacific","solitary",1.90942368683598,NA,"z",NA,"spawner",""
"Dasmosmilia lymani",525,"Dasmosmilia","Caryophylliidae",-44.0307,46.75,37.1016693115234,397,19909.5893263582,134047119.002934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,1.60013068186677,NA,"az",NA,"",""
"Dasmosmilia valida",526,"Dasmosmilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,1.68446959357639,NA,"az",NA,"",""
"Dasmosmilia variegata",527,"Dasmosmilia","Caryophylliidae",-28.7208,36.9169998168945,17.1349997520447,26,15168.3759015847,90544584.128128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,1.65214704979807,NA,"az",NA,"",""
"Deltocyathoides orientalis",528,"Deltocyathoides","Turbinoliidae",-35.8266983032227,39.8699989318848,-5.51999998092651,259,18437.9961955384,111315890.443459,NA,NA,NA,NA,NA,NA,NA,"turbid","protected",NA,"pacific",NA,1.00275151058551,NA,"az",NA,"",""
"Deltocyathoides stimpsonii",529,"Deltocyathoides","Turbinoliidae",0.3,39.4000015258789,29.9066666667,83,13109.6197517777,32568003.6768609,NA,NA,NA,NA,NA,NA,NA,"turbid","protected",NA,"atlantic",NA,1.00275151058551,NA,"az",NA,"",""
"Deltocyathus agassizi",530,"Deltocyathus","Deltocyathidae",-5.619999886,37.4300003051758,23.5300006866455,33,17650.2484740568,13096626.5968652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,2.3998292359916,NA,"az",NA,"",""
"Deltocyathus andamanicus",531,"Deltocyathus","Deltocyathidae",-25.12333298,36.78,11.1668499084473,84,18652.2738353367,91208669.6434481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,2.65924163675012,NA,"az",NA,"",""
"Deltocyathus calcar",532,"Deltocyathus","Deltocyathidae",-32.6667,33.6533317565918,16.4300003051758,375,8407.10218077087,25571385.9428872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,2.28483659598337,NA,"az",NA,"",""
"Deltocyathus cameratus",533,"Deltocyathus","Deltocyathidae",-36.7895,-11.77999973,-13.6499996185303,143,3580.31213149563,11244985.4379143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,1.91570912874442,NA,"az",NA,"",""
"Deltocyathus corrugatus",534,"Deltocyathus","Deltocyathidae",-28.96332932,-20.32999992,-25.4752502441406,12,983.084832862798,251104.696240527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,2.26407057842298,NA,"az",NA,"",""
"Deltocyathus crassiseptum",535,"Deltocyathus","Deltocyathidae",-20.33333333,-12.5,-14.360833165,96,2024.08421197671,2336734.3170166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,2.68877976100375,NA,"az",NA,"",""
"Deltocyathus eccentricus",536,"Deltocyathus","Deltocyathidae",-26.69,44.125,23.0265483856201,289,10736.9596510861,118342462.302566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,2.79856756545097,NA,"az",NA,"",""
"Deltocyathus halianthus",537,"Deltocyathus","Deltocyathidae",-31.2536,-22.7833,-23.3667,3,1266.19918770241,97368.2044232556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,3.05157770371826,NA,"az",NA,"",""
"Deltocyathus heteroclitus",538,"Deltocyathus","Deltocyathidae",-20.3166694641113,-14.21749973,-15.0799999218531,20,2026.84866074337,2192384.98687194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,2.12202856449174,NA,"az",NA,"",""
"Deltocyathus inusitatus",1582,"Deltocyathus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38198457009104,NA,"az",NA,"",""
"Deltocyathus italicus",539,"Deltocyathus","Deltocyathidae",-37.7799987792969,44.163330078125,23.9466852661133,486,19806.7055399668,180920175.526985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,2.57602554006032,NA,"az",NA,"",""
"Deltocyathus magnificus",540,"Deltocyathus","Deltocyathidae",-38.4167,39.75,-9.573329926,401,8753.59916075834,36139299.936393,NA,NA,NA,NA,NA,NA,NA,"turbid","protected",NA,"pacific",NA,14.3854026886283,NA,"az",NA,"",""
"Deltocyathus moseleyi",541,"Deltocyathus","Deltocyathidae",-20.674,47.6300010681152,36.6399993896484,99,9934.21382185186,110666334.76798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,3.57720163708647,NA,"az",NA,"",""
"Deltocyathus murrayi",542,"Deltocyathus","Deltocyathidae",12.4899997711182,15.6999998092651,14.0949997901917,2,389.698821762251,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,2.95507307251181,NA,"az",NA,"",""
"Deltocyathus nascornatus",543,"Deltocyathus","Deltocyathidae",24.6000003814697,24.6000003814697,24.6000003814697,1,0.000134414476389852,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,2.06012931695047,NA,"az",NA,"",""
"Deltocyathus ornatus",544,"Deltocyathus","Deltocyathidae",-29.60499954,-12.5,-20.31666667,51,2937.87164600507,5442873.76560469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,15.7520335286193,NA,"az",NA,"",""
"Deltocyathus parvulus",545,"Deltocyathus","Deltocyathidae",-24.39999962,20.6949996948242,-24.3999996185303,7,10963.4059329215,912.496120319085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,2.41811821298166,NA,"az",NA,"",""
"Deltocyathus philippinensis",546,"Deltocyathus","Deltocyathidae",-6.17999982833862,16,8.620833333,35,2574.68429293691,1139692.68771445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,3.22048981282317,NA,"az",NA,"",""
"Deltocyathus pourtalesi",547,"Deltocyathus","Deltocyathidae",6.5,79.0830001831055,26.368500289917,40,8227.11722327404,14208522.2644467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,2.41454203601977,NA,"az",NA,"",""
"Deltocyathus rotulus",548,"Deltocyathus","Deltocyathidae",-30.2000007629395,34.25,-5.5333,249,15340.0563076144,73192378.4263118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,1.38198457009104,NA,"az",NA,"",""
"Deltocyathus sarsi",549,"Deltocyathus","Deltocyathidae",-31,3.07999992370605,-27.9922745269775,6,7713.02452059518,15562316.5279292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,2.82139646696358,NA,"az",NA,"",""
"Deltocyathus stella",550,"Deltocyathus","Deltocyathidae",-29.89999962,13.539999961853,-13.1700000762939,137,7690.71749663421,17662699.9327172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,2.4977647982623,NA,"az",NA,"",""
"Deltocyathus suluensis",551,"Deltocyathus","Deltocyathidae",-35.4385,13.8100004196167,-12.481683335,298,8249.65031873692,26906981.9344617,NA,NA,NA,NA,NA,NA,NA,"turbid","protected",NA,"pacific",NA,7.37415731892786,NA,"az",NA,"",""
"Deltocyathus taiwanicus",552,"Deltocyathus","Deltocyathidae",-13.2,-11.77999973,-12.5,98,446.31181930926,30828.9725136282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,2.1605745260101,NA,"az",NA,"",""
"Deltocyathus varians",553,"Deltocyathus","Deltocyathidae",-28.4669990539551,-28.4669990539551,-28.4669990539551,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,3.35428358478043,NA,"az",NA,"",""
"Deltocyathus vaughani",554,"Deltocyathus","Deltocyathidae",-25.0749998092652,35.1902809143066,9.261250019,136,17672.9128307603,25746149.0157419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,3.58379098514888,NA,"az",NA,"",""
"Dendrogyra cylindrus",555,"Dendrogyra","Meandrinidae",10.4783058166504,26.6033325195312,18.4949836730957,89,3055.55219881927,3434313.85502769,200,4.2,"columnar",22.5,1.5,"VU","uncommon","clear","broad",3772055.817,"atlantic","colonial",2.30298700179773,19.125,"z","B","spawner","competitive"
"Dendrophyllia aculeata",556,"Dendrophyllia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.902642669210436,NA,"az",NA,"",""
"Dendrophyllia alcocki",557,"Dendrophyllia","Dendrophylliidae",-51.0955,21.7017,-28.2900009155273,283,9690.8946363638,49261943.6855771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.880231367228369,NA,"az",NA,"",""
"Dendrophyllia alternata",558,"Dendrophyllia","Dendrophylliidae",-31.0303,44.2066688537598,25.023894770813,52,9339.36220369708,35831130.5533405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,0.906263807523297,NA,"az",NA,"",""
"Dendrophyllia arbuscula",559,"Dendrophyllia","Dendrophylliidae",-33.9669,35.189998626709,-16.2,126,14252.4950535144,79320733.8389256,NA,NA,NA,40,0,NA,NA,NA,NA,NA,"pacific",NA,1.0043196326996,NA,"az",NA,"",""
"Dendrophyllia boschmai",560,"Dendrophyllia","Dendrophylliidae",-43.0667,-18.5166,-18.6667999084472,6,6473.18884094611,20264.7170055043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.833878417174521,NA,"az",NA,"",""
"Dendrophyllia californica",562,"Dendrophyllia","Dendrophylliidae",-1,27.8799991607666,5.44000005711023,18,10914.2805891937,30913232.5840913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.822072742487744,NA,"az",NA,"",""
"Dendrophyllia carleenae",563,"Dendrophyllia","Dendrophylliidae",10.3000001907349,10.3000001907349,10.3000001907349,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.952969126689068,NA,"az",NA,"",""
"Dendrophyllia cecilliana",564,"Dendrophyllia","Dendrophylliidae",25.5,25.5,25.5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89117118984622,NA,"az",NA,"",""
"Dendrophyllia cladonia",565,"Dendrophyllia","Dendrophylliidae",-29.5830001831055,-24.7670001983643,-29.1750001907348,8,643.747346563551,2173.452967069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.899992921823898,NA,"az",NA,"",""
"Dendrophyllia cornigera",566,"Dendrophyllia","Dendrophylliidae",-35.2700004577637,48.9099998474121,36.7141666412354,90,15809.6903830413,159905928.038707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atlantic",NA,0.906482418026093,NA,"az",NA,"",""
"Dendrophyllia cribrosa",567,"Dendrophyllia","Dendrophylliidae",38.0299987792969,38.0299987792969,38.0299987792969,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pacific",NA,0.89260811972899,NA,"az",NA,"",""
